source,target,dist
Q11736,Q20934,844.5183640059871
Q16572,Q41283,1880.3636975946486
Q46747,Q41283,1289.1345383776722
Q39450,Q20934,6091.7720073113
Q39561,Q20934,9599.703073726225
Q34932,Q20921,7587.09643139788
Q203308,Q16520,218.32472597423944
Q23556,Q20927,11548.170460562467
Q181557,Q16520,1635.931521082718
Q36312,Q20921,8601.009692775418
Q33986,Q16520,18098.721321399604
Q33935,Q20934,8058.881759912371
Q25282,Q20927,2987.3205187746707
Q37951,Q20921,1406.130749055
Q188806,Q20934,551.4753061668464
Q199889,Q41278,331.1686343961127
Q47034,Q157137,1478.324030596183
Q58570,Q157137,6480.050927495887
Q102397,Q157137,937.0853460140223
Q98967,Q157137,2080.184448962081
Q182521,Q157137,1157.2510231615083
Q25409,Q157137,901.2665512823501
Q37333,Q157137,863.0852383265577
Q2790,Q483522,76.56060594338562
Q2790,Q41753,102.19850788258768
Q1722,Q13298,535.6337264679204
Q1012,Q13298,94.54024777897669
Q5776,Q260320,2523.886032407172
Q853708,Q41329,473.3564433777257
Q131605,Q34713,189.9047846719264
Q1020320,Q41329,9744.838277794832
Q167659,Q41753,2359.463650755348
Q153331,Q34713,6223.343898647434
Q430776,Q41753,2358.237278177351
Q373813,Q41329,2210.734036764989
Q168648,Q126321,18.59864886232759
Q42956,Q131612,7609.495556839757
Q857202,Q126321,8978.417315743232
Q187205,Q178582,791.6262280581155
Q164234,Q34713,9342.855184266424
Q385375,Q1735,9287.18533378722
Q444210,Q82500,7042.6358478729135
Q3952,Q260320,318.1409386097607
Q7077,Q41753,282.55898920881964
Q7062,Q131612,767.3064197615637
Q185216,Q131266,8778.726881121473
Q157598,Q259214,459.298540758574
Q390125,Q41329,565.1143101007191
Q3828,Q41753,599.1022451089106
Q6869,Q82500,406.32134657546044
Q6931,Q131266,487.7834762614037
Q7027,Q178582,133.4237665821
Q488346,Q126321,538.41989897821
Q6998,Q427385,229.65931207266559
Q866307,Q260320,7396.866616125193
Q994,Q1735,2697.7635484107386
Q30002,Q41329,7503.454643851784
Q3936,Q483522,424.24181497369767
Q41876,Q34713,683.1423327770007
Q42067,Q41329,8653.272778398949
Q437,Q13298,133.91106145099522
Q279,Q41329,481.402520443306
Q70,Q34713,431.9208447355667
Q546,Q13298,203.31489592048962
Q1289,Q1735,493.3815667746781
Q6506,Q178582,1208.6316963531253
Q4190,Q131266,159.81004135488052
Q1731,Q34713,364.858488996134
Q216,Q34713,1142.4592317091074
Q45779,Q13298,240.80050659437765
Q749,Q13298,929.7642242477536
Q60037,Q41753,196.00489646162944
Q486472,Q41329,8044.478034500444
Q656,Q13298,1728.8183374028736
Q2814,Q41329,390.24664025394344
Q130212,Q82500,237.2943156912842
Q187812,Q41329,376.68213492415225
Q184998,Q483522,303.6285741864982
Q2973,Q13298,588.8448543045032
Q1010,Q13298,59.77994860977709
Q1721,Q41753,590.482976410577
Q81033,Q41329,9535.301509132729
Q891,Q41329,2186.182192355775
Q3646,Q178582,1930.0803914399207
Q467487,Q82500,8956.550634128182
Q498027,Q41329,9123.044629451932
Q582209,Q259214,354.23615763173467
Q737822,Q131266,1386.411473337067
Q83404,Q13298,467.16281957118184
Q82174,Q41329,906.6747396054184
Q83324,Q41753,762.879558771936
Q6225,Q13298,1351.2071879721589
Q8673,Q34713,4688.178278472164
Q8686,Q34713,8707.885561064888
Q3866,Q41329,6410.988500125024
Q157725,Q41753,893.4268118309222
Q131127,Q13298,289.3215876637687
Q168866,Q41329,1601.867462059637
Q141810,Q41753,6407.529001455022
Q157835,Q41329,1543.6473818189925
Q182025,Q13298,1793.8301022445107
Q182025,Q82500,1840.5285348735947
Q9365,Q41753,4457.163487520519
Q25804,Q13298,1846.588353013914
Q34404,Q1735,8397.061903185153
Q174684,Q41329,536.6939439943717
Q11746,Q82500,8114.211464463035
Q16506,Q41329,75.65343354546309
Q185280,Q178582,713.9278485828883
Q31487,Q1735,699.5544434782594
Q23556,Q34713,7801.5872853400915
Q179833,Q41329,2905.340113656098
Q179608,Q41753,8479.640582659791
Q193721,Q178582,148.2434101103383
Q158239,Q131266,162.75599884100734
Q208151,Q34713,9711.399763007821
Q906,Q92161,4605.600196815143
Q226,Q92161,7997.154637513345
Q3808,Q11720,11503.721248475345
Q37104,Q4970,14833.368354893984
Q21185,Q92161,7257.115137708155
Q959,Q42956,509.4800545549832
Q959,Q74881,981.0960261528387
Q9279,Q16666,3044.9682490835835
Q47048,Q4970,7198.553332286268
Q6157,Q170322,6849.724779567962
Q162022,Q30002,8023.640697611234
Q127623,Q170247,6633.3493551799165
Q103717,Q42956,5873.701116821333
Q132671,Q5826,8807.968418379003
Q705867,Q92161,9308.743226333168
Q152413,Q42956,7650.909169694649
Q152436,Q170247,7304.379546776513
Q167895,Q5826,7554.668491242155
Q1015681,Q5826,10759.950809377999
Q168162,Q170322,7631.484204873642
Q190165,Q30002,1213.093995215122
Q190235,Q30002,7478.481572444761
Q450625,Q42780,7803.206352005989
Q35997,Q11746,7731.499571468872
Q35997,Q30002,6895.18794353013
Q35997,Q68744,8425.912869360547
Q14217100,Q42956,9110.335378488926
Q1354,Q16572,2331.3611389333696
Q5092,Q68744,12761.947428260162
Q37100,Q16572,9270.058779501407
Q37100,Q42780,9261.899084189237
Q37100,Q170322,9860.17118903132
Q693237,Q92161,1323.3183842733981
Q42150,Q92161,807.2737025467836
Q1475,Q11720,3027.9027069470053
Q164234,Q11720,1572.1963361494065
Q1310,Q11746,8504.20602808932
Q753731,Q42780,1104.3003197620083
Q750573,Q74881,1277.7398641222317
Q59473,Q42956,7723.148738051957
Q59096,Q4970,8772.25582170293
Q61089,Q16666,3745.0269848370613
Q192926,Q170247,7469.190723855166
Q2861,Q74881,7685.690278058045
Q3857,Q170322,8120.867087258466
Q244025,Q74881,8348.89657086987
Q104036,Q42780,7807.093491263247
Q42099,Q42956,917.5670415165212
Q124739,Q92161,9427.658064837608
Q11751,Q16666,1711.400519297953
Q504648,Q16666,8486.04611501931
Q2256,Q5826,8282.98372887996
Q2256,Q16572,9539.370533337029
Q2256,Q92161,8171.625121619954
Q13375,Q4970,9132.00034586668
Q42053,Q5826,5243.481166735399
Q42097,Q5826,1850.5618617544255
Q42108,Q11720,579.878365770097
Q42078,Q30002,2307.336700166489
Q41819,Q5826,11511.188573367435
Q41621,Q30002,6413.381980517078
Q406,Q16572,7887.2979713205295
Q456,Q16572,9505.628299201853
Q270,Q42956,7025.760032724659
Q393,Q74881,7604.055090199034
Q85,Q5826,7146.079287803204
Q65,Q16572,11645.79161698668
Q495,Q11720,8441.887171563758
Q586,Q30002,7872.858295206805
Q46852,Q5826,6691.586165115927
Q588,Q11720,7429.4087950500125
Q612,Q16572,5835.95209622558
Q459,Q92161,7613.850179742088
Q100,Q4970,11859.847528433647
Q223920,Q74881,12046.344113707897
Q1731,Q4970,8475.196589145311
Q1295,Q5826,7808.6842241752875
Q1342,Q11746,11981.010472647687
Q1309,Q30002,7956.319961243518
Q1355,Q30002,3350.4698642678095
Q174,Q42780,18648.079353362315
Q271417,Q5826,2820.8405416785185
Q1733,Q42956,7493.233131889878
Q1829,Q74881,7203.426532114328
Q43595,Q42780,12383.179550889761
Q42810,Q74881,8637.391810459016
Q52028,Q30002,1415.666399552027
Q52028,Q42956,3928.108730126731
Q216,Q16572,7802.221185437027
Q42144,Q5826,1749.7695397973243
Q42462,Q16666,8849.050746160876
Q42448,Q30002,8253.34857653198
Q647,Q170247,8804.667223142365
Q1461,Q16572,1248.264398071574
Q5582862,Q5826,17707.169761147296
Q328000,Q68744,1488.065376845865
Q334197,Q170322,17444.780605614254
Q2749,Q170247,8075.083610053405
Q1854,Q11720,3815.754860197441
Q1861,Q11746,2343.730605044465
Q1854,Q16572,1539.9009521699622
Q1861,Q16572,1699.6215035624928
Q887,Q16572,5632.053589175046
Q490584,Q92161,9930.798223545167
Q656,Q5826,6151.884047739231
Q1491,Q74881,17350.06210475112
Q656,Q30002,6205.6210578103455
Q2844,Q5826,16920.49132417216
Q656,Q170322,6600.729265938927
Q134494,Q11746,8005.379954365053
Q130212,Q92161,7620.147549041413
Q1963,Q11746,8360.358553586002
Q2966,Q4970,8874.064853844131
Q3001,Q4970,15968.44291991046
Q2971,Q170322,8211.667076551807
Q2978,Q170322,8209.703888376898
Q61092,Q5826,3328.0732403544357
Q62823,Q16666,15015.475728977952
Q1017,Q42780,9047.53059879282
Q919,Q42956,2594.4149426740546
Q919,Q92161,2649.6791762923276
Q55630,Q92161,7682.5537950891585
Q61092,Q68744,2844.0877582898424
Q1647,Q170322,8312.059675985744
Q79857,Q5826,6683.005052807828
Q81033,Q11720,11267.087747753303
Q79990,Q11746,10153.831073258565
Q914,Q30002,5322.720111100536
Q3646,Q42956,6471.099636996865
Q2907,Q16666,18512.845556762386
Q891,Q170247,5688.534784461365
Q915,Q170322,5186.742065805396
Q2145,Q5826,10999.712915403641
Q2096,Q42956,7596.174906723067
Q3114,Q4970,7892.957358760977
Q3130,Q16572,7502.033259338021
Q3104,Q30002,7858.940316933983
Q3183,Q30002,7072.68392849026
Q2123,Q170247,9506.787131796631
Q2107,Q170322,8328.259721452887
Q2119,Q170322,8383.870893026413
Q109336,Q92161,430.8866011299141
Q3037,Q5826,2360.221013046215
Q3037,Q30002,1846.614708753317
Q3014,Q74881,7871.3593279269135
Q3014,Q92161,7614.710548068785
Q6346,Q4970,11768.236677552346
Q3859,Q30002,8597.35750938258
Q3889,Q30002,9862.275286091235
Q3323,Q92161,6329.15820408819
Q3859,Q170247,9863.070790296875
Q4361,Q4970,18847.361958036763
Q3935,Q16666,12369.9785581817
Q92561,Q16666,11424.485230973127
Q100188,Q42780,8194.406603156802
Q102217,Q42956,6349.0358445456395
Q102217,Q170247,6555.672204558246
Q154835,Q16666,7086.676353996665
Q4093,Q74881,8305.683315098931
Q169134,Q5826,2455.558151392789
Q105037,Q42780,17250.19680974983
Q105037,Q170322,16813.41308438504
Q1524,Q5826,7380.066132108987
Q54108,Q74881,19679.48335166501
Q6576,Q11720,1851.4580678684824
Q3751,Q170247,12940.622471246767
Q6610,Q42956,1820.7927172727482
Q8969,Q4970,13611.35706734006
Q4454,Q42956,706.3010030981056
Q5112,Q74881,8393.454565363902
Q147402,Q30002,13592.96996026832
Q17151,Q11720,7857.34229493426
Q18125,Q11746,8854.254983504856
Q18094,Q30002,9544.363678195725
Q159273,Q16572,19114.131924192752
Q146790,Q74881,1644.8247666107632
Q18013,Q170247,9724.503213741877
Q5465,Q4970,12818.627936407365
Q5753,Q5826,3742.3541153784918
Q5426,Q11746,5468.126295301569
Q5468,Q16572,10567.72532388341
Q171639,Q11746,7387.677757370797
Q172512,Q170247,16910.956199482447
Q44059,Q30002,18270.843349319675
Q16555,Q16666,12253.350499917262
Q16556,Q30002,11939.29149475252
Q16555,Q74881,11472.633369298886
Q6816,Q92161,1583.5454146024979
Q9361,Q11746,3752.794899823902
Q9832,Q16666,8684.942581699312
Q9365,Q68744,4864.471609463338
Q10690,Q68744,9815.879626222677
Q10002,Q74881,8085.952996361697
Q16557,Q16666,11895.824761680286
Q20714,Q170247,892.924299332683
Q16557,Q74881,11113.64331634309
Q16557,Q170322,11432.547027612085
Q26600,Q16572,2036.3435860978818
Q11739,Q5826,3228.5629722743215
Q11739,Q30002,2822.5969526568115
Q17042,Q74881,9280.526808491068
Q16739,Q170322,10149.617232553808
Q192807,Q11720,7597.689175872971
Q193370,Q92161,8301.604780765072
Q170919,Q11746,2395.020280434316
Q170996,Q11746,7371.711492752526
Q171223,Q42956,7304.540700866799
Q23051,Q11746,9074.234091068163
Q22690,Q16666,8801.538233244966
Q23197,Q30002,12499.209757965305
Q192807,Q170322,7621.941603200053
Q170919,Q170322,3230.530720447092
Q12193,Q170322,9151.993019397067
Q185125,Q4970,1717.4262148140538
Q185125,Q11720,1473.640395229142
Q184345,Q16572,18818.336336252763
Q46747,Q92161,1441.7898517110518
Q39450,Q42956,5364.220313538168
Q201618,Q4970,1625.4458947805806
Q201932,Q30002,3242.7330298009524
Q30974,Q42780,9415.825900132762
Q33405,Q92161,10480.394791226296
Q24879,Q74881,7926.344552700996
Q185582,Q30002,12560.314754722287
Q179585,Q42956,7280.905715568521
Q179691,Q42956,1344.3577009656792
Q41252,Q42780,8222.778976162772
Q41262,Q42780,9270.888271794598
Q33959,Q4970,9336.98541037412
Q36091,Q42956,9191.701513784437
Q41278,Q92161,986.9141208475279
Q36526,Q170247,6021.082230988585
Q36214,Q170322,18716.707101924374
Q25319,Q42956,7232.060791558412
Q199609,Q11746,1659.2728569744224
Q199609,Q16572,2115.690824515045
Q199440,Q16666,10840.63882279544
Q207321,Q4970,1334.2328410939917
Q37951,Q11720,1475.0407191050065
Q38022,Q11746,11911.340083552646
Q37701,Q16666,11890.472029279654
Q38022,Q16666,11603.13953974435
Q207876,Q170247,1340.4579040204167
Q200028,Q30002,10604.516799342651
Q200740,Q42956,1259.292014288486
Q188806,Q74881,999.3697058648739
Q200747,Q170247,1666.987557479615
Q219671,Q42956,11652.946156499589
Q217039,Q15174,9550.67199859109
Q205648,Q1794,9318.770177818089
Q25287,Q8686,8160.893268673314
Q25287,Q1297,6690.047315564635
Q40269,Q90,10254.479627580838
Q9361,Q15174,4275.077487739594
Q9832,Q1355,7645.932000482143
Q182394,Q3630,6980.400055085941
Q193719,Q612,4582.827173392318
Q11910,Q612,1771.4852097207556
Q10686,Q9022,8608.544233894401
Q269,Q8686,4737.430336651551
Q1492,Q612,5162.361257097642
Q1492,Q8686,9823.534646405858
Q1492,Q42053,4438.541235188635
Q18808,Q612,6642.283928177491
Q18808,Q3630,5389.700757246717
Q3561,Q84,1657.19440905053
Q37104,Q9022,2365.807443895611
Q7903,Q90,1886.641034582752
Q7903,Q1297,6842.375603903095
Q7903,Q1355,8776.394197345197
Q7903,Q1490,11594.484064520933
Q1563,Q3616,11863.66336906988
Q7903,Q1865,11582.552574671321
Q7903,Q3630,12644.916661398986
Q7903,Q8686,11045.125640236174
Q1563,Q42053,12124.245719308678
Q959,Q8686,1608.8292820927416
Q217156,Q90,3231.3734164517205
Q33935,Q1794,2938.7187829814898
Q34370,Q3630,11393.281532290792
Q34370,Q8686,8926.885851484927
Q9365,Q3616,1572.6672772776649
Q34820,Q84,7017.976641735273
Q35178,Q612,855.6347000167165
Q241767,Q2887,10517.122816787882
Q34820,Q2887,5773.1287722743255
Q34692,Q15174,15359.139071445848
Q23564,Q65,10472.830331618341
Q23564,Q84,1774.6555463781056
Q24826,Q8686,9190.584485782087
Q24826,Q9022,8833.507191134328
Q25270,Q9022,10970.015704800055
Q206895,Q3130,13621.9745766949
Q35178,Q3616,771.2633141381822
Q47034,Q8686,7388.8181779111565
Q35178,Q42053,506.6684838515535
Q5468,Q34647,500.76738756296515
Q12892,Q8686,8980.545695432531
Q36647,Q8686,9565.690171390788
Q12994,Q9022,9317.88203368771
Q81788,Q65,12205.40942953828
Q129610,Q1297,5724.826290460232
Q129610,Q37100,18165.233461049953
Q162279,Q8686,7134.742214344823
Q1094355,Q9022,108.73735129937876
Q685509,Q2887,4746.403120113006
Q152406,Q1297,9946.897873524573
Q187346,Q42053,4112.266233930097
Q34932,Q612,11979.89658690347
Q36433,Q8686,10475.375992439012
Q34932,Q15174,6959.718484231157
Q34932,Q37100,2289.221481320932
Q190828,Q1297,9912.24975399707
Q173121,Q2887,6784.841437788431
Q171632,Q9022,3566.3375015109928
Q171632,Q42053,12318.705210164928
Q61,Q90,6165.643200858782
Q134762,Q65,12402.66199836491
Q1361,Q42053,3176.2017692639474
Q3838,Q3616,5822.953695308174
Q11739,Q1297,11647.687554292668
Q472,Q84,2014.4905438902408
Q11739,Q42053,2134.7654640183755
Q178835,Q42053,1443.370455428015
Q3640,Q1865,7990.032433770074
Q3640,Q2887,13365.270607877039
Q1156,Q65,13991.223907627409
Q1156,Q84,7191.686948837244
Q1156,Q3630,4659.4684564526815
Q1519,Q3630,6617.9009244155595
Q8660,Q84,6309.071990810334
Q8660,Q612,1179.031154824058
Q8660,Q1297,12152.551529766526
Q8660,Q1865,4427.846685233487
Q8660,Q8686,5338.780833256983
Q23311,Q8686,9193.954753909555
Q3630,Q65,14448.52779954245
Q3630,Q84,11713.952066141468
Q3630,Q1490,5783.479231638211
Q3630,Q1865,1182.9469414604102
Q16520,Q1297,10668.750763949587
Q37100,Q65,10496.415358979268
Q34647,Q84,9069.616340599736
Q33986,Q8686,18767.203940093103
Q203403,Q15174,12474.457612183025
Q36947,Q65,9893.829700234659
Q8646,Q612,5949.864675394849
Q1508,Q65,11743.425714292389
Q5823,Q9022,9363.86240487297
Q11720,Q1297,10204.17111796875
Q16572,Q1794,9029.177636599508
Q16556,Q612,13350.993184049841
Q16555,Q15174,13402.730658084874
Q16553,Q9022,2571.8142439273915
Q60,Q84,5570.2656967270195
Q60,Q612,11004.600007007808
Q60,Q1490,10848.829841337229
Q18575,Q9022,1487.8805689816163
Q28237,Q9022,3014.32464145719
Q60,Q3630,16173.790329176574
Q60,Q8686,11858.33069267945
Q60,Q34647,12839.262665938302
Q1345,Q1794,6332.1998725634485
Q12439,Q612,11369.275940595451
Q8652,Q2887,6662.281458794733
Q16868,Q9022,853.4373540590153
Q185684,Q2887,19252.48599745566
Q61089,Q1865,123.2080737719486
Q7057,Q34647,8912.402514687436
Q34804,Q9022,1634.3168376046763
Q36091,Q2887,9013.837794439592
Q31487,Q1794,802.2677665234563
Q875070,Q9022,13738.24768480991
Q4191,Q1297,7135.407522661666
Q37320,Q1355,13595.251283973212
Q84,Q65,8755.640943134273
Q84,Q1490,9558.73905462816
Q84,Q1865,10545.61194790106
Q84,Q3616,4396.618523488826
Q2807,Q2887,10699.96291972905
Q8684,Q90,8966.925367568754
Q8684,Q1490,1151.48522956586
Q84,Q8686,9196.334252840574
Q3616,Q65,12185.809145305673
Q8684,Q3130,8328.133963247228
Q3616,Q612,1217.5989239817256
Q8684,Q3616,6555.2950463408
Q8684,Q3630,5293.353515382214
Q124739,Q65,202.43918216535607
Q37806,Q8686,7392.037706824016
Q956,Q84,8141.090357950789
Q956,Q90,8217.01507757506
Q11751,Q65,9054.280022573323
Q956,Q1490,2092.3863700555075
Q11751,Q3130,7820.849870025482
Q956,Q2887,19060.17010208805
Q956,Q3616,5604.592125464403
Q956,Q3630,5217.182158855906
Q5465,Q34647,1261.200821972232
Q956,Q34647,11707.330605878977
Q35765,Q612,7595.45991198057
Q1353,Q84,6707.566515375126
Q35765,Q1297,10435.103078141825
Q1353,Q1297,12021.464049815273
Q1353,Q1490,5834.255977514257
Q1353,Q1865,3841.0692980056233
Q35765,Q8686,1363.2493076495591
Q35765,Q9022,11270.54056114609
Q38283,Q1794,9352.6577694213
Q38283,Q8686,1748.4762334003956
Q200589,Q37100,8918.419318268772
Q927189,Q9022,2074.2775977592446
Q340,Q65,3965.47951881443
Q340,Q8686,11348.152202598167
Q2256,Q1297,6199.085979132465
Q2256,Q1794,780.8252062086239
Q2256,Q34647,9220.20006646271
Q211760,Q9022,617.0864720795877
Q19660,Q84,2091.8396937181556
Q23482,Q8686,9485.41572312629
Q42053,Q1865,6145.211171476186
Q41621,Q8686,7896.847652644295
Q41819,Q9022,2208.077524953075
Q41621,Q15174,7694.773435456632
Q270,Q1297,7514.462776142049
Q406,Q612,2993.8534286127406
Q456,Q1794,561.9747869558087
Q406,Q3630,9451.968976980368
Q406,Q8686,7986.071890742392
Q85,Q90,3210.023037005631
Q65,Q612,13383.767383479564
Q585,Q84,1153.2293209101188
Q85,Q1794,2919.331429988106
Q490,Q1297,7292.464395523163
Q490,Q1794,517.7349090300224
Q490,Q3130,16556.82285573405
Q26600,Q37100,9081.959192066193
Q78,Q8686,9054.203942811126
Q87,Q8686,8407.868781050529
Q490,Q8686,9098.082945269776
Q585,Q8686,8086.921467130522
Q490,Q9022,10006.232666168942
Q612,Q90,5244.472692011491
Q612,Q1794,4832.976953086857
Q612,Q1865,5530.5703415943435
Q85,Q42053,1959.3476474428173
Q1055,Q1297,6834.1993481671525
Q35381,Q8686,5095.46949556157
Q459,Q15174,8296.415108112782
Q1055,Q8686,8521.505956017727
Q612,Q8686,6419.514692726324
Q46852,Q42053,2593.7941917104517
Q172,Q1297,703.9734574600659
Q174,Q1297,8406.602939916258
Q1055,Q37100,17817.78251675554
Q174,Q1490,18534.24026539189
Q172,Q1794,6331.986441286583
Q1435,Q84,1337.6106911873942
Q1850,Q84,10016.127111755392
Q174,Q2887,2583.1321764811223
Q174,Q8686,18564.439896424563
Q1362,Q3130,11080.464893078788
Q1362,Q3630,5683.943809248399
Q1435,Q8686,8642.54525347963
Q1850,Q8686,2769.5314267781873
Q1761,Q9022,8631.05919127541
Q220,Q90,1105.3326420938656
Q43509,Q2887,3605.1893632186307
Q43509,Q8686,16083.875065361988
Q270912,Q8686,1379.4238045151471
Q273863,Q15174,2924.2600460420917
Q216,Q1297,7547.075114724494
Q220,Q1490,9854.980171445875
Q48195,Q612,939.4240366310754
Q51103,Q9022,3479.0388079250083
Q51693,Q9022,836.2617078759718
Q216,Q15174,7904.358672292638
Q220,Q34647,7739.293869032302
Q649,Q84,2500.5935705975244
Q649,Q612,3680.4485000031787
Q1461,Q65,11744.00670631627
Q649,Q1490,7478.54130811261
Q386991,Q90,8962.00159156929
Q389633,Q8686,1376.233435386324
Q649,Q3616,2463.2715540438385
Q648,Q8686,9094.71178057093
Q1461,Q2887,17614.460171171
Q1461,Q3130,6268.240035403178
Q1461,Q3616,7238.032471192225
Q641,Q42053,3638.4315634453105
Q1461,Q3630,2787.2812639062013
Q1461,Q8686,1850.5768872408037
Q656,Q65,9172.445162862748
Q656,Q90,2164.4020978548037
Q2471,Q3616,2371.8968303528773
Q58976,Q8686,8548.330939275405
Q727,Q84,356.47910435344284
Q1861,Q3616,5458.166923002626
Q1858,Q3630,3026.367135276826
Q1861,Q3630,2322.4940178097045
Q1490,Q90,9712.08349605482
Q727,Q3630,11360.860449132184
Q1854,Q8686,2736.093746528805
Q1861,Q8686,2889.6707410500135
Q1880,Q37100,9256.539816677434
Q486282,Q3616,2730.230883154462
Q490872,Q8686,1370.495930309409
Q488946,Q9022,2070.801235222479
Q1491,Q84,9999.48361390762
Q2841,Q84,8500.267192067444
Q2841,Q612,13624.582502437235
Q656,Q3616,3092.5675469542375
Q656,Q8686,7103.48483144287
Q656,Q9022,10121.179512702984
Q1491,Q2887,1900.6307149640154
Q2841,Q1297,4354.433598834593
Q1520,Q3630,7212.205172785839
Q656,Q34647,9582.204159098312
Q1530,Q612,1386.428840224071
Q1533,Q612,12605.611415859183
Q2844,Q2887,3010.8301732192745
Q2844,Q3616,11846.912119948785
Q2844,Q9022,7286.248134010337
Q656,Q42053,3415.8158875168533
Q1530,Q3616,695.4113365831209
Q1533,Q3616,11766.392042228494
Q245023,Q37100,8834.896234846407
Q1953,Q65,11573.142856450957
Q1963,Q612,2600.4956603870814
Q49227,Q8686,12192.401444020828
Q49225,Q15174,11135.967390940921
Q1953,Q3616,782.5722527153661
Q1963,Q3616,2914.637925105156
Q1953,Q8686,6803.297635506089
Q1663,Q65,10243.527583257051
Q1953,Q42053,1053.3864132686244
Q975,Q9022,1088.36665320702
Q81033,Q612,13773.766904056649
Q1489,Q65,2490.5929502381778
Q1489,Q84,8930.721762817657
Q1489,Q90,9198.220371507989
Q1352,Q1794,7586.533511964111
Q1352,Q1865,2600.822136692598
Q1489,Q1297,2719.837162829433
Q1489,Q2887,6609.263879734785
Q1489,Q3130,12970.949600732147
Q1489,Q3630,16844.49634141037
Q1489,Q9022,460.6259066901456
Q3820,Q65,11980.14775845757
